id,uid,date,attendance,time_valid,neutral_site,conference_competition,play_by_play_available,recent,start_date,broadcast,highlights,notes_type,notes_headline,broadcast_market,broadcast_name,type_id,type_abbreviation,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_indoor,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,home_score,home_winner,home_linescores,home_records,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,away_score,away_winner,away_linescores,away_records,game_id,season,season_type,status_type_alt_detail,is_postseason,month,day,year
400900377,s:40~l:46~e:400900377~c:400900377,2017-03-12 02:00:00+00:00,20324,True,False,False,True,False,2017-03-12T02:00Z,,[],,,away,FxAZ,1,STD,516,American Airlines Center,Dallas,TX,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,6,s:40~l:46~t:6,Dallas,Mavericks,DAL,Dallas Mavericks,Mavericks,0C479D,bbc4ca,True,516,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png,98,False,"[{'value': 24.0, 'displayValue': '24', 'period': 1}
 {'value': 23.0, 'displayValue': '23', 'period': 2}
 {'value': 22.0, 'displayValue': '22', 'period': 3}
 {'value': 29.0, 'displayValue': '29', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '28-37'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '20-15'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '8-22'}]",21,s:40~l:46~t:21,Phoenix,Suns,PHX,Phoenix Suns,Suns,23006a,e56020,True,1949,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png,100,True,"[{'value': 25.0, 'displayValue': '25', 'period': 1}
 {'value': 20.0, 'displayValue': '20', 'period': 2}
 {'value': 27.0, 'displayValue': '27', 'period': 3}
 {'value': 28.0, 'displayValue': '28', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '22-44'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '13-20'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '9-24'}]",400900377,2017,2,,0,3,12,2017
400900378,s:40~l:46~e:400900378~c:400900378,2017-03-12 03:00:00+00:00,19482,True,False,False,True,False,2017-03-12T03:00Z,,[],,,away,CSNB,1,STD,3423,Moda Center,Portland,OR,True,0.0,0.0,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,4,22,s:40~l:46~t:22,Portland,Trail Blazers,POR,Portland Trail Blazers,Trail Blazers,000000,000000,True,3423,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png,124,False,"[{'value': 36.0, 'displayValue': '36', 'period': 1}
 {'value': 34.0, 'displayValue': '34', 'period': 2}
 {'value': 21.0, 'displayValue': '21', 'period': 3}
 {'value': 21.0, 'displayValue': '21', 'period': 4}
 {'value': 12.0, 'displayValue': '12', 'period': 5}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '28-36'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '17-14'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '11-22'}]",27,s:40~l:46~t:27,Washington,Wizards,WSH,Washington Wizards,Wizards,0E3764,002b5c,True,1823,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png,125,True,"[{'value': 30.0, 'displayValue': '30', 'period': 1}
 {'value': 19.0, 'displayValue': '19', 'period': 2}
 {'value': 33.0, 'displayValue': '33', 'period': 3}
 {'value': 30.0, 'displayValue': '30', 'period': 4}
 {'value': 13.0, 'displayValue': '13', 'period': 5}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '41-24'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '26-9'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '15-15'}]",400900378,2017,2,OT,0,3,12,2017
400900379,s:40~l:46~e:400900379~c:400900379,2017-03-12 03:30:00+00:00,17608,True,False,False,True,False,2017-03-12T03:30Z,,[],,,away,Altitude Sports,1,STD,5310,Golden 1 Center,Sacramento,CA,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,23,s:40~l:46~t:23,Sacramento,Kings,SAC,Sacramento Kings,Kings,393996,6a7a82,True,2247,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png,92,False,"[{'value': 19.0, 'displayValue': '19', 'period': 1}
 {'value': 25.0, 'displayValue': '25', 'period': 2}
 {'value': 25.0, 'displayValue': '25', 'period': 3}
 {'value': 23.0, 'displayValue': '23', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '25-41'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '13-21'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '12-20'}]",7,s:40~l:46~t:7,Denver,Nuggets,DEN,Denver Nuggets,Nuggets,0860A8,fec524,True,892,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png,105,True,"[{'value': 25.0, 'displayValue': '25', 'period': 1}
 {'value': 29.0, 'displayValue': '29', 'period': 2}
 {'value': 21.0, 'displayValue': '21', 'period': 3}
 {'value': 30.0, 'displayValue': '30', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '31-35'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '18-16'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '13-19'}]",400900379,2017,2,,0,3,12,2017
400900380,s:40~l:46~e:400900380~c:400900380,2017-03-12 19:30:00+00:00,18624,True,False,False,True,False,2017-03-12T19:30Z,ABC,[],,,national,ABC,1,STD,1824,TD Garden,Boston,MA,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,ffffff,True,1824,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,100,True,"[{'value': 22.0, 'displayValue': '22', 'period': 1}
 {'value': 24.0, 'displayValue': '24', 'period': 2}
 {'value': 30.0, 'displayValue': '30', 'period': 3}
 {'value': 24.0, 'displayValue': '24', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '42-25'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '22-9'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '20-16'}]",4,s:40~l:46~t:4,Chicago,Bulls,CHI,Chicago Bulls,Bulls,000000,000000,True,1847,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png,80,False,"[{'value': 9.0, 'displayValue': '9', 'period': 1}
 {'value': 17.0, 'displayValue': '17', 'period': 2}
 {'value': 31.0, 'displayValue': '31', 'period': 3}
 {'value': 23.0, 'displayValue': '23', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '31-35'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '19-14'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '12-21'}]",400900380,2017,2,,0,3,12,2017
400900381,s:40~l:46~e:400900381~c:400900381,2017-03-12 22:00:00+00:00,17732,True,False,False,True,False,2017-03-12T22:00Z,,[],,,away,MSG,1,STD,3559,Barclays Center,Brooklyn,NY,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,17,s:40~l:46~t:17,Brooklyn,Nets,BKN,Brooklyn Nets,Nets,000000,ffffff,True,1826,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bkn.png,120,True,"[{'value': 39.0, 'displayValue': '39', 'period': 1}
 {'value': 28.0, 'displayValue': '28', 'period': 2}
 {'value': 24.0, 'displayValue': '24', 'period': 3}
 {'value': 29.0, 'displayValue': '29', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '12-53'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '8-24'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '4-29'}]",18,s:40~l:46~t:18,New York,Knicks,NY,New York Knicks,Knicks,225EA8,f58426,True,1830,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png,112,False,"[{'value': 26.0, 'displayValue': '26', 'period': 1}
 {'value': 23.0, 'displayValue': '23', 'period': 2}
 {'value': 31.0, 'displayValue': '31', 'period': 3}
 {'value': 32.0, 'displayValue': '32', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '26-41'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '15-17'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '11-24'}]",400900381,2017,2,,0,3,12,2017
400900382,s:40~l:46~e:400900382~c:400900382,2017-03-12 22:00:00+00:00,17923,True,False,False,True,False,2017-03-12T22:00Z,NBA TV,[],,,national,NBA TV,1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,11,s:40~l:46~t:11,Indiana,Pacers,IND,Indiana Pacers,Pacers,061642,ffd520,True,2183,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png,102,True,"[{'value': 32.0, 'displayValue': '32', 'period': 1}
 {'value': 28.0, 'displayValue': '28', 'period': 2}
 {'value': 23.0, 'displayValue': '23', 'period': 3}
 {'value': 19.0, 'displayValue': '19', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '34-32'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '23-10'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '11-22'}]",14,s:40~l:46~t:14,Miami,Heat,MIA,Miami Heat,Heat,000000,000000,True,3438,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png,98,False,"[{'value': 22.0, 'displayValue': '22', 'period': 1}
 {'value': 31.0, 'displayValue': '31', 'period': 2}
 {'value': 22.0, 'displayValue': '22', 'period': 3}
 {'value': 23.0, 'displayValue': '23', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '32-35'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '18-14'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '14-21'}]",400900382,2017,2,,0,3,12,2017
400900383,s:40~l:46~e:400900383~c:400900383,2017-03-13 01:00:00+00:00,16664,True,False,False,True,False,2017-03-13T01:00Z,,[],,,home,FxAZ,1,STD,1949,Mortgage Matchup Center,Phoenix,AZ,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,21,s:40~l:46~t:21,Phoenix,Suns,PHX,Phoenix Suns,Suns,23006a,e56020,True,1949,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png,101,False,"[{'value': 18.0, 'displayValue': '18', 'period': 1}
 {'value': 32.0, 'displayValue': '32', 'period': 2}
 {'value': 29.0, 'displayValue': '29', 'period': 3}
 {'value': 22.0, 'displayValue': '22', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '22-45'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '13-21'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '9-24'}]",22,s:40~l:46~t:22,Portland,Trail Blazers,POR,Portland Trail Blazers,Trail Blazers,000000,000000,True,3423,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png,110,True,"[{'value': 33.0, 'displayValue': '33', 'period': 1}
 {'value': 33.0, 'displayValue': '33', 'period': 2}
 {'value': 16.0, 'displayValue': '16', 'period': 3}
 {'value': 28.0, 'displayValue': '28', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '29-36'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '17-14'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '12-22'}]",400900383,2017,2,,0,3,13,2017
400900384,s:40~l:46~e:400900384~c:400900384,2017-03-13 01:00:00+00:00,18055,True,False,False,True,False,2017-03-13T01:00Z,ESPN,[],,,national,ESPN,1,STD,1394,Toyota Center (Houston),Houston,TX,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,10,s:40~l:46~t:10,Houston,Rockets,HOU,Houston Rockets,Rockets,D40026,000000,True,1394,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/hou.png,117,True,"[{'value': 33.0, 'displayValue': '33', 'period': 1}
 {'value': 25.0, 'displayValue': '25', 'period': 2}
 {'value': 32.0, 'displayValue': '32', 'period': 3}
 {'value': 27.0, 'displayValue': '27', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '46-21'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '24-9'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '22-12'}]",5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,061642,bc945c,True,3417,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,112,False,"[{'value': 26.0, 'displayValue': '26', 'period': 1}
 {'value': 41.0, 'displayValue': '41', 'period': 2}
 {'value': 19.0, 'displayValue': '19', 'period': 3}
 {'value': 26.0, 'displayValue': '26', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '43-22'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '26-7'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '17-15'}]",400900384,2017,2,,0,3,13,2017
400900385,s:40~l:46~e:400900385~c:400900385,2017-03-13 01:30:00+00:00,18997,True,False,False,True,False,2017-03-13T01:30Z,,[],,,away,CSN,1,STD,1841,crypto.com Arena,Los Angeles,CA,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,542582,fdb927,True,1841,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,116,False,"[{'value': 27.0, 'displayValue': '27', 'period': 1}
 {'value': 38.0, 'displayValue': '38', 'period': 2}
 {'value': 20.0, 'displayValue': '20', 'period': 3}
 {'value': 31.0, 'displayValue': '31', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '20-46'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '12-19'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '8-27'}]",20,s:40~l:46~t:20,Philadelphia,76ers,PHI,Philadelphia 76ers,76ers,000000,e01234,True,1845,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phi.png,118,True,"[{'value': 32.0, 'displayValue': '32', 'period': 1}
 {'value': 33.0, 'displayValue': '33', 'period': 2}
 {'value': 28.0, 'displayValue': '28', 'period': 3}
 {'value': 25.0, 'displayValue': '25', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '24-42'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '15-19'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '9-23'}]",400900385,2017,2,,0,3,13,2017
400900386,s:40~l:46~e:400900386~c:400900386,2017-03-13 23:00:00+00:00,16489,True,False,False,True,False,2017-03-13T23:00Z,,[],,,away,CSNC,1,STD,1893,Spectrum Center,Charlotte,NC,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,30,s:40~l:46~t:30,Charlotte,Hornets,CHA,Charlotte Hornets,Hornets,1D1060,1d1060,True,1893,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cha.png,109,False,"[{'value': 24.0, 'displayValue': '24', 'period': 1}
 {'value': 24.0, 'displayValue': '24', 'period': 2}
 {'value': 29.0, 'displayValue': '29', 'period': 3}
 {'value': 32.0, 'displayValue': '32', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '29-38'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '18-15'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '11-23'}]",4,s:40~l:46~t:4,Chicago,Bulls,CHI,Chicago Bulls,Bulls,000000,000000,True,1847,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png,115,True,"[{'value': 36.0, 'displayValue': '36', 'period': 1}
 {'value': 22.0, 'displayValue': '22', 'period': 2}
 {'value': 29.0, 'displayValue': '29', 'period': 3}
 {'value': 28.0, 'displayValue': '28', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '32-35'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '19-14'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '13-21'}]",400900386,2017,2,,0,3,13,2017
400900387,s:40~l:46~e:400900387~c:400900387,2017-03-13 23:30:00+00:00,19800,True,False,False,True,False,2017-03-13T23:30Z,,[],,,away,FxSW,1,STD,1838,Scotiabank Arena,Toronto,ON,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,28,s:40~l:46~t:28,Toronto,Raptors,TOR,Toronto Raptors,Raptors,CE0F41,000000,True,1838,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png,100,True,"[{'value': 25.0, 'displayValue': '25', 'period': 1}
 {'value': 25.0, 'displayValue': '25', 'period': 2}
 {'value': 29.0, 'displayValue': '29', 'period': 3}
 {'value': 21.0, 'displayValue': '21', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '39-28'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '22-11'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '17-17'}]",6,s:40~l:46~t:6,Dallas,Mavericks,DAL,Dallas Mavericks,Mavericks,0C479D,bbc4ca,True,516,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png,78,False,"[{'value': 26.0, 'displayValue': '26', 'period': 1}
 {'value': 20.0, 'displayValue': '20', 'period': 2}
 {'value': 20.0, 'displayValue': '20', 'period': 3}
 {'value': 12.0, 'displayValue': '12', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '28-38'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '20-15'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '8-23'}]",400900387,2017,2,,0,3,13,2017
400900388,s:40~l:46~e:400900388~c:400900388,2017-03-14 00:00:00+00:00,16770,True,False,False,True,False,2017-03-14T00:00Z,,[],,,away,FSN-WI,1,STD,1392,FedExForum,Memphis,TN,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,29,s:40~l:46~t:29,Memphis,Grizzlies,MEM,Memphis Grizzlies,Grizzlies,5D76A8,12173f,True,1392,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mem.png,113,True,"[{'value': 30.0, 'displayValue': '30', 'period': 1}
 {'value': 31.0, 'displayValue': '31', 'period': 2}
 {'value': 24.0, 'displayValue': '24', 'period': 3}
 {'value': 28.0, 'displayValue': '28', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '37-30'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '20-14'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '17-16'}]",15,s:40~l:46~t:15,Milwaukee,Bucks,MIL,Milwaukee Bucks,Bucks,003813,eee1c6,True,2099,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mil.png,93,False,"[{'value': 24.0, 'displayValue': '24', 'period': 1}
 {'value': 27.0, 'displayValue': '27', 'period': 2}
 {'value': 23.0, 'displayValue': '23', 'period': 3}
 {'value': 19.0, 'displayValue': '19', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '32-34'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '20-16'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '12-18'}]",400900388,2017,2,,0,3,14,2017
400900389,s:40~l:46~e:400900389~c:400900389,2017-03-14 00:00:00+00:00,18418,True,False,False,True,False,2017-03-14T00:00Z,TNT,[],,,national,TNT,1,STD,780,Frost Bank Center,San Antonio,TX,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,c4ced4,True,780,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,107,True,"[{'value': 28.0, 'displayValue': '28', 'period': 1}
 {'value': 26.0, 'displayValue': '26', 'period': 2}
 {'value': 27.0, 'displayValue': '27', 'period': 3}
 {'value': 26.0, 'displayValue': '26', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '52-14'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '25-6'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '27-8'}]",1,s:40~l:46~t:1,Atlanta,Hawks,ATL,Atlanta Hawks,Hawks,002B5C,fdb927,True,1827,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/atl.png,99,False,"[{'value': 18.0, 'displayValue': '18', 'period': 1}
 {'value': 25.0, 'displayValue': '25', 'period': 2}
 {'value': 30.0, 'displayValue': '30', 'period': 3}
 {'value': 26.0, 'displayValue': '26', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '37-30'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '19-15'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '18-15'}]",400900389,2017,2,,0,3,14,2017
400900390,s:40~l:46~e:400900390~c:400900390,2017-03-14 00:00:00+00:00,15747,True,False,False,True,False,2017-03-14T00:00Z,,[],,,away,CSNB,1,STD,2029,Target Center,Minneapolis,MN,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,16,s:40~l:46~t:16,Minnesota,Timberwolves,MIN,Minnesota Timberwolves,Timberwolves,0E3764,79bc43,True,2029,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png,119,True,"[{'value': 41.0, 'displayValue': '41', 'period': 1}
 {'value': 23.0, 'displayValue': '23', 'period': 2}
 {'value': 25.0, 'displayValue': '25', 'period': 3}
 {'value': 30.0, 'displayValue': '30', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '28-38'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '18-18'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '10-20'}]",27,s:40~l:46~t:27,Washington,Wizards,WSH,Washington Wizards,Wizards,0E3764,002b5c,True,1823,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png,104,False,"[{'value': 23.0, 'displayValue': '23', 'period': 1}
 {'value': 33.0, 'displayValue': '33', 'period': 2}
 {'value': 24.0, 'displayValue': '24', 'period': 3}
 {'value': 24.0, 'displayValue': '24', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '41-25'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '26-9'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '15-16'}]",400900390,2017,2,,0,3,14,2017
400900391,s:40~l:46~e:400900391~c:400900391,2017-03-14 01:00:00+00:00,19911,True,False,False,True,False,2017-03-14T01:00Z,,[],,,away,FSW2,1,STD,3093,Delta Center,Salt Lake City,UT,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,26,s:40~l:46~t:26,Utah,Jazz,UTAH,Utah Jazz,Jazz,06143F,79a3dc,True,3093,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png,114,True,"[{'value': 23.0, 'displayValue': '23', 'period': 1}
 {'value': 26.0, 'displayValue': '26', 'period': 2}
 {'value': 40.0, 'displayValue': '40', 'period': 3}
 {'value': 25.0, 'displayValue': '25', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '42-25'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '23-12'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '19-13'}]",12,s:40~l:46~t:12,LA,Clippers,LAC,LA Clippers,Clippers,FA0028,c8102e,True,1841,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lac.png,108,False,"[{'value': 28.0, 'displayValue': '28', 'period': 1}
 {'value': 28.0, 'displayValue': '28', 'period': 2}
 {'value': 30.0, 'displayValue': '30', 'period': 3}
 {'value': 22.0, 'displayValue': '22', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '40-27'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '21-10'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '19-17'}]",400900391,2017,2,,0,3,14,2017
400900392,s:40~l:46~e:400900392~c:400900392,2017-03-14 02:30:00+00:00,17608,True,False,False,True,False,2017-03-14T02:30Z,,[],,,home,CSAC,1,STD,5310,Golden 1 Center,Sacramento,CA,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,23,s:40~l:46~t:23,Sacramento,Kings,SAC,Sacramento Kings,Kings,393996,6a7a82,True,2247,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png,120,True,"[{'value': 24.0, 'displayValue': '24', 'period': 1}
 {'value': 34.0, 'displayValue': '34', 'period': 2}
 {'value': 35.0, 'displayValue': '35', 'period': 3}
 {'value': 27.0, 'displayValue': '27', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '26-41'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '14-21'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '12-20'}]",19,s:40~l:46~t:19,Orlando,Magic,ORL,Orlando Magic,Magic,0860A8,9ca0a3,True,3432,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png,115,False,"[{'value': 23.0, 'displayValue': '23', 'period': 1}
 {'value': 35.0, 'displayValue': '35', 'period': 2}
 {'value': 26.0, 'displayValue': '26', 'period': 3}
 {'value': 31.0, 'displayValue': '31', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '24-44'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '12-22'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '12-22'}]",400900392,2017,2,,0,3,14,2017
